X,Y,ruta,parada,label,itinerario,objectid,linea
-8411049.88534049,702632.692948807,C6-012A,Cr 52 con Cl 108,Cr 52 con Cl 108,C6-012A La Francia - Estación Acevedo,863,C6-012A La Francia - Estación Acevedo
-8408426.48036027,695525.420170899,C6-006,Cra. 8A con Cll 57A,Cra. 8A con Cll 57A,C6-006 Estación Alejandro Echavarría,864,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8408580.68721984,695390.461485434,C6-006,Cra. 9A con Cll. 55,Cra. 9A con Cll. 55,C6-006 Estación Alejandro Echavarría,865,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8408744.32356866,695233.424373962,C6-006,Cra. 9 con Cll. 52,Cra. 9 con Cll. 52,C6-006 Estación Alejandro Echavarría,866,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8408865.50326827,695257.503068447,C6-006,Cll 52 con Cra 10 A,Cll 52 con Cra 10 A,C6-006 Estación Alejandro Echavarría,867,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8409010.69064915,695329.310183752,C6-006,Cll 52 Cr 12 - 04,Cll 52 Cr 12 - 04,C6-006 Estación Alejandro Echavarría,868,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8409069.68290099,695417.340074029,C6-006,Cll. 52 con Cra. 13 - 20,Cll. 52 con Cra. 13 - 20,C6-006 Estación Alejandro Echavarría,869,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8409342.97829834,695614.836452276,C6-006,Cll 51 entre Cra 17-16A,Cll 51 entre Cra 17-16A,C6-006 Estación Alejandro Echavarría,870,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8409342.97829834,695614.836452276,C6-006,Cll 51 entre Cra 17-16A,Cll 51 entre Cra 17-16A,C6-006 Villa Liliam,871,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8409072.19314183,695414.210086588,C6-006,Cll. 52 con Cra. 13 - 19,Cll. 52 con Cra. 13 - 19,C6-006 Villa Liliam,872,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8409009.01053018,695308.639033895,C6-006,Cll 52 Cr 12 - 04,Cll 52 Cr 12 - 04,C6-006 Villa Liliam,873,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8408827.68683019,695248.617850401,C6-006,Cll 52 con Cra 10 A,Cll 52 con Cra 10 A,C6-006 Villa Liliam,874,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8408708.74392567,695184.613785401,C6-006,Cll 52 con Cra 8A - 07,Cll 52 con Cra 8A - 07,C6-006 Villa Liliam,875,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8408603.68199514,695369.431142122,C6-006,Cra. 9 con Cll. 54,Cra. 9 con Cll. 54,C6-006 Villa Liliam,876,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8408426.48036027,695525.420170899,C6-006,Cra. 8A con Cll 57A,Cra. 8A con Cll 57A,C6-006 Villa Liliam,877,C6-006 Villa Liliam - Estación Alejandro Echavarría
-8409315.23871348,696077.706041217,C6-008,Cra 20A con Cll 56A,Cra 20A con Cll 56A,C6-008 Estación Prado,878,C6-008 La Libertad - Estación Prado
-8409400.31152437,696057.389301181,C6-008,Cll. 56A con Cra. 20A,Cll. 56A con Cra. 20A,C6-008 Estación Prado,879,C6-008 La Libertad - Estación Prado
-8409549.4230064,696232.890894495,C6-008,Cll 56 con Cra. 22A,Cll 56 con Cra. 22A,C6-008 Estación Prado,880,C6-008 La Libertad - Estación Prado
-8409600.41831097,696373.143976852,C6-008,Cra. 24AA con Cll 56,Cra. 24AA con Cll 56,C6-008 Estación Prado,881,C6-008 La Libertad - Estación Prado
-8409629.00244966,696458.189687371,C6-008,Cll 56A con Cra 24B,Cll 56A con Cra 24B,C6-008 Estación Prado,882,C6-008 La Libertad - Estación Prado
-8409704.3654996,696626.878877118,C6-008,Cll 56A con Cra 25B,Cll 56A con Cra 25B,C6-008 Estación Prado,883,C6-008 La Libertad - Estación Prado
-8409726.19930771,696733.279140629,C6-008,Cll. 56A con Cra. 25BB,Cll. 56A con Cra. 25BB,C6-008 Estación Prado,884,C6-008 La Libertad - Estación Prado
-8409952.30546567,696968.101827491,C6-008,Cra. 27 con Cll. 57C,Cra. 27 con Cll. 57C,C6-008 Estación Prado,885,C6-008 La Libertad - Estación Prado
-8410082.08269808,697089.087886035,C6-008,Cll. 58 con Cra. 28,Cll. 58 con Cra. 28,C6-008 Estación Prado,886,C6-008 La Libertad - Estación Prado
-8410275.56920917,697041.091805272,C6-008,Cll. 58 con Cra. 30 - 52,Cll. 58 con Cra. 30 - 52,C6-008 Estación Prado,887,C6-008 La Libertad - Estación Prado
-8410492.44456995,697026.673796732,C6-008,Cll. 58 con Cra. 32,Cll. 58 con Cra. 32,C6-008 Estación Prado,888,C6-008 La Libertad - Estación Prado
-8410721.47989699,697097.211761389,C6-008,Cll. 58 con Cra. 36A,Cll. 58 con Cra. 36A,C6-008 Estación Prado,889,C6-008 La Libertad - Estación Prado
-8410968.62703214,697162.264142521,C6-008,Cll 58 con Cra. 39,Cll 58 con Cra. 39,C6-008 Estación Prado,890,C6-008 La Libertad - Estación Prado
-8411264.12342287,697421.259092953,C6-008,Cll. 58 con Cra. 42,Cll. 58 con Cra. 42,C6-008 Estación Prado,891,C6-008 La Libertad - Estación Prado
-8411514.98508558,697639.082703508,C6-008,Cll. 58 con Cra. 45D,Cll. 58 con Cra. 45D,C6-008 Estación Prado,892,C6-008 La Libertad - Estación Prado
-8412038.67941194,697935.74904108,C6-008,Cra.51 con Cll.59,Cra.51 con Cll.59,C6-008 Estación Prado,893,C6-008 La Libertad - Estación Prado
-8412038.67941194,697935.74904108,C6-008,Cra.51 con Cll.59,Cra.51 con Cll.59,C6-008 La Libertad,894,C6-008 La Libertad - Estación Prado
-8411626.93879448,698044.025832783,C6-008,Cll. 61 con Cra.50,Cll. 61 con Cra.50,C6-008 La Libertad,895,C6-008 La Libertad - Estación Prado
-8411297.23530744,697833.232146312,C6-008,Cll. 61 con Cra. 45D,Cll. 61 con Cra. 45D,C6-008 La Libertad,896,C6-008 La Libertad - Estación Prado
-8411253.54447188,697291.87227419,C6-008,Cll.57 con Cra.42,Cll.57 con Cra.42,C6-008 La Libertad,897,C6-008 La Libertad - Estación Prado
-8410976.55544062,697153.789639313,C6-008,Cll 58 con Cra. 39,Cll 58 con Cra. 39,C6-008 La Libertad,898,C6-008 La Libertad - Estación Prado
-8410720.8375807,697091.284324963,C6-008,Cll. 58 con Cra. 36A - 13 ,Cll. 58 con Cra. 36A - 13 ,C6-008 La Libertad,899,C6-008 La Libertad - Estación Prado
-8410493.82627888,697022.604453899,C6-008,Cll. 58 con Cra. 32,Cll. 58 con Cra. 32,C6-008 La Libertad,900,C6-008 La Libertad - Estación Prado
-8410339.06933981,697025.04147115,C6-008,Cll 58 con Cra. 31 - 9,Cll 58 con Cra. 31 - 9,C6-008 La Libertad,901,C6-008 La Libertad - Estación Prado
-8410080.94124565,697083.215399176,C6-008,Cll. 58 con Cra. 28A,Cll. 58 con Cra. 28A,C6-008 La Libertad,902,C6-008 La Libertad - Estación Prado
-8409958.68343227,696954.455046155,C6-008,Cra. 27 con Cll. 57C,Cra. 27 con Cll. 57C,C6-008 La Libertad,903,C6-008 La Libertad - Estación Prado
-8409729.92752957,696731.702403978,C6-008,Cll. 56A con Cra. 25BB,Cll. 56A con Cra. 25BB,C6-008 La Libertad,904,C6-008 La Libertad - Estación Prado
-8409703.40567603,696645.41932464,C6-008,Cll 56A con Cra 25B,Cll 56A con Cra 25B,C6-008 La Libertad,905,C6-008 La Libertad - Estación Prado
-8409557.22110653,696624.536595028,C6-008,Cll. 56E con Cra. 25 - 32,Cll. 56E con Cra. 25 - 32,C6-008 La Libertad,906,C6-008 La Libertad - Estación Prado
-8409630.64133346,696472.305667445,C6-008,Cra 25 con Cll 56A,Cra 25 con Cll 56A,C6-008 La Libertad,907,C6-008 La Libertad - Estación Prado
-8409602.68197845,696375.157567542,C6-008,Cra. 24AA con Cll 56,Cra. 24AA con Cll 56,C6-008 La Libertad,908,C6-008 La Libertad - Estación Prado
-8409551.1710049,696231.23503229,C6-008,Cll 56 con Cra. 22A,Cll 56 con Cra. 22A,C6-008 La Libertad,909,C6-008 La Libertad - Estación Prado
-8409394.48860959,696041.300508659,C6-008,Cll. 56A con Cra. 20A,Cll. 56A con Cra. 20A,C6-008 La Libertad,910,C6-008 La Libertad - Estación Prado
-8409315.23871348,696077.706041217,C6-008,Cra 20A con Cll 56A,Cra 20A con Cll 56A,C6-008 La Libertad,911,C6-008 La Libertad - Estación Prado
-8409418.02681269,696902.795140564,C6-009,Cra. 23 con Cll. 56 HE,Cra. 23 con Cll. 56 HE,C6-009 Estación Prado,912,C6-009 Enciso - Estación Prado
-8409375.00545438,696774.973993137,C6-009,Cra. 23 con Cll. 56H,Cra. 23 con Cll. 56H,C6-009 Estación Prado,913,C6-009 Enciso - Estación Prado
-8409172.63816617,696522.411988489,C6-009,Cra. 23 con Cll. 56 EH -213,Cra. 23 con Cll. 56 EH -213,C6-009 Estación Prado,914,C6-009 Enciso - Estación Prado
-8409128.86827233,696426.333924741,C6-009,UVA Sol de Oriente Cra. 17D con Cll. 56E,UVA Sol de Oriente Cra. 17D con Cll. 56E,C6-009 Estación Prado,915,C6-009 Enciso - Estación Prado
-8409158.06817311,696284.222541712,C6-009,UVA La Libertad Cra. 18 con Cll. 56EB,UVA La Libertad Cra. 18 con Cll. 56EB,C6-009 Estación Prado,916,C6-009 Enciso - Estación Prado
-8409291.55547817,696216.98207273,C6-009,Cra. 21 con Cll. 56 BC,Cra. 21 con Cll. 56 BC,C6-009 Estación Prado,917,C6-009 Enciso - Estación Prado
-8409385.04918847,696453.743974265,C6-009,Cll 56E con Cra 24A,Cll 56E con Cra 24A,C6-009 Estación Prado,918,C6-009 Enciso - Estación Prado
-8409554.45360703,696627.479510725,C6-009,Cll. 56E con Cra. 25A,Cll. 56E con Cra. 25A,C6-009 Estación Prado,919,C6-009 Enciso - Estación Prado
-8409704.3654996,696626.878877118,C6-009,Cll 56A con Cra 25B,Cll 56A con Cra 25B,C6-009 Estación Prado,920,C6-009 Enciso - Estación Prado
-8409726.19930771,696733.279140629,C6-009,Cll. 56A con Cra. 25BB - 78,Cll. 56A con Cra. 25BB - 78,C6-009 Estación Prado,921,C6-009 Enciso - Estación Prado
-8409952.30546567,696968.101827491,C6-009,Cra. 27 con Cll. 57C,Cra. 27 con Cll. 57C,C6-009 Estación Prado,922,C6-009 Enciso - Estación Prado
-8410082.08269808,697089.087886035,C6-009,Cll. 58 con Cra. 28,Cll. 58 con Cra. 28,C6-009 Estación Prado,923,C6-009 Enciso - Estación Prado
-8410275.56920917,697041.091805272,C6-009,Cll. 58 con Cra. 30 - 52,Cll. 58 con Cra. 30 - 52,C6-009 Estación Prado,924,C6-009 Enciso - Estación Prado
-8410492.44456995,697026.673796732,C6-009,Cll. 58 con Cra. 32,Cll. 58 con Cra. 32,C6-009 Estación Prado,925,C6-009 Enciso - Estación Prado
-8410721.47989699,697097.211761389,C6-009,Cll. 58 con Cra. 36A,Cll. 58 con Cra. 36A,C6-009 Estación Prado,926,C6-009 Enciso - Estación Prado
-8410975.12806167,697167.94845853,C6-009,Cll. 58 con Cra. 39,Cll. 58 con Cra. 39,C6-009 Estación Prado,927,C6-009 Enciso - Estación Prado
-8411264.12342287,697421.259092953,C6-009,Cll. 58 con Cra. 42,Cll. 58 con Cra. 42,C6-009 Estación Prado,928,C6-009 Enciso - Estación Prado
-8411514.98508558,697639.082703508,C6-009,Cll. 58 con Cra. 45D,Cll. 58 con Cra. 45D,C6-009 Estación Prado,929,C6-009 Enciso - Estación Prado
-8412044.34925162,697903.159321088,C6-009,Cra 51D con Cll 58,Cra 51D con Cll 58,C6-009 Estación Prado,930,C6-009 Enciso - Estación Prado
-8412044.34925162,697903.159321088,C6-009,Cra 51D con Cll 58,Cra 51D con Cll 58,C6-009 Enciso,931,C6-009 Enciso - Estación Prado
-8411607.44482172,697535.955370314,C6-009,Cll 57 con Cra 46,Cll 57 con Cra 46,C6-009 Enciso,932,C6-009 Enciso - Estación Prado
-8411382.79734479,697383.478447881,C6-009,Cll.57 Con Cra. 43 - 25,Cll.57 Con Cra. 43 - 25,C6-009 Enciso,933,C6-009 Enciso - Estación Prado
-8410982.13543765,697158.545886923,C6-009,Cll. 58 con Cra. 39,Cll. 58 con Cra. 39,C6-009 Enciso,934,C6-009 Enciso - Estación Prado
-8410722.6264353,697091.577999361,C6-009,Cll. 58 con Cra. 36A - 13,Cll. 58 con Cra. 36A - 13,C6-009 Enciso,935,C6-009 Enciso - Estación Prado
-8410493.82627888,697022.604453899,C6-009,Cll. 58 con Cra. 32,Cll. 58 con Cra. 32,C6-009 Enciso,936,C6-009 Enciso - Estación Prado
-8410340.37687464,697024.841909528,C6-009,Cll 58 con Cra. 31 - 9,Cll 58 con Cra. 31 - 9,C6-009 Enciso,937,C6-009 Enciso - Estación Prado
-8410081.49227842,697083.105592337,C6-009,Cll. 58 con Cra. 28A,Cll. 58 con Cra. 28A,C6-009 Enciso,938,C6-009 Enciso - Estación Prado
-8409958.59684309,696956.630539339,C6-009,Cra. 27 con Cll. 57C,Cra. 27 con Cll. 57C,C6-009 Enciso,939,C6-009 Enciso - Estación Prado
-8409729.92752957,696731.702403978,C6-009,Cll. 56A con Cra. 25BB - 78,Cll. 56A con Cra. 25BB - 78,C6-009 Enciso,940,C6-009 Enciso - Estación Prado
-8409703.40567603,696645.41932464,C6-009,Cll 56A con Cra 25B,Cll 56A con Cra 25B,C6-009 Enciso,941,C6-009 Enciso - Estación Prado
-8409557.22110653,696624.536595028,C6-009,Cll. 56E con Cra. 25 - 32,Cll. 56E con Cra. 25 - 32,C6-009 Enciso,942,C6-009 Enciso - Estación Prado
-8409387.65156182,696453.570542619,C6-009,Cra. 24 con Cll. 56C,Cra. 24 con Cll. 56C,C6-009 Enciso,943,C6-009 Enciso - Estación Prado
-8409290.96261635,696214.0519768,C6-009,Cra. 21 con Cll. 56 BC,Cra. 21 con Cll. 56 BC,C6-009 Enciso,944,C6-009 Enciso - Estación Prado
-8409175.44667951,696270.945834611,C6-009,Cra 21 con Cll 56BE,Cra 21 con Cll 56BE,C6-009 Enciso,945,C6-009 Enciso - Estación Prado
-8409125.98102733,696425.429751553,C6-009,UVA Sol de Oriente Cra. 17D con Cll. 56E,UVA Sol de Oriente Cra. 17D con Cll. 56E,C6-009 Enciso,946,C6-009 Enciso - Estación Prado
-8409170.27629611,696524.312309623,C6-009,Cra. 23 con Cll. 56 EH - 213,Cra. 23 con Cll. 56 EH - 213,C6-009 Enciso,947,C6-009 Enciso - Estación Prado
-8409373.38160934,696777.354597867,C6-009,Cra. 23 con Cll. 56FH,Cra. 23 con Cll. 56FH,C6-009 Enciso,948,C6-009 Enciso - Estación Prado
-8409418.02681269,696902.795140564,C6-009,Cra. 23 con Cll. 56 HE,Cra. 23 con Cll. 56 HE,C6-009 Enciso,949,C6-009 Enciso - Estación Prado
-8409114.60616973,696442.590592295,C6-010,Cra. 17B con Cll 56E,Cra. 17B con Cll 56E,C6-010 Estación Prado,950,C6-010 Villatina - Estación Prado
-8409080.66118397,696264.292855773,C6-010,Cra. 17B con Cll 56E,Cra. 17B con Cll 56E,C6-010 Estación Prado,951,C6-010 Villatina - Estación Prado
-8408937.13777786,696100.889900189,C6-010,Cll 56D con Cra 16,Cll 56D con Cra 16,C6-010 Estación Prado,952,C6-010 Villatina - Estación Prado
-8408968.07915311,695944.759201851,C6-010,Cra. 16 con Cll 56A,Cra. 16 con Cll 56A,C6-010 Estación Prado,953,C6-010 Villatina - Estación Prado
-8409037.65718391,695761.628359761,C6-010,Cra 16 con Cll 55,Cra 16 con Cll 55,C6-010 Estación Prado,954,C6-010 Villatina - Estación Prado
-8409102.59683781,695692.471054196,C6-010,Cll 54 entre Cra. 16 y Cra. 17,Cll 54 entre Cra. 16 y Cra. 17,C6-010 Estación Prado,955,C6-010 Villatina - Estación Prado
-8408962.85193338,695547.742305975,C6-010,Cra. 13 con Cll 52B,Cra. 13 con Cll 52B,C6-010 Estación Prado,956,C6-010 Villatina - Estación Prado
-8409069.68290099,695417.340074029,C6-010,Cll. 52 con Cra. 13,Cll. 52 con Cra. 13,C6-010 Estación Prado,957,C6-010 Villatina - Estación Prado
-8409284.12225328,695649.73745919,C6-010,Cll. 52 con Cra. 17,Cll. 52 con Cra. 17,C6-010 Estación Prado,958,C6-010 Villatina - Estación Prado
-8409561.27618716,695858.616278324,C6-010,Cll 52 entre Cra. 20 y Cra. 19A,Cll 52 entre Cra. 20 y Cra. 19A,C6-010 Estación Prado,959,C6-010 Villatina - Estación Prado
-8409612.16663035,695986.732384264,C6-010,Cll. 52 entre Cra. 21 y Cra. 20B,Cll. 52 entre Cra. 21 y Cra. 20B,C6-010 Estación Prado,960,C6-010 Villatina - Estación Prado
-8409966.76908571,696247.944590416,C6-010,Cll. 52 con Cra. 25B,Cll. 52 con Cra. 25B,C6-010 Estación Prado,961,C6-010 Villatina - Estación Prado
-8410140.75797068,696319.468925145,C6-010,Cll. 52 con Cra. 27,Cll. 52 con Cra. 27,C6-010 Estación Prado,962,C6-010 Villatina - Estación Prado
-8410612.04587827,696409.650853686,C6-010,Cll 52 con Cra 32A,Cll 52 con Cra 32A,C6-010 Estación Prado,963,C6-010 Villatina - Estación Prado
-8410988.3419745,696835.787974112,C6-010,Cll 54 con Cra 37,Cll 54 con Cra 37,C6-010 Estación Prado,964,C6-010 Villatina - Estación Prado
-8412035.46598075,697953.465143427,C6-010,Cra 51D con Cll 58,Cra 51D con Cll 58,C6-010 Estación Prado,965,C6-010 Villatina - Estación Prado
-8411607.44936274,697535.958486646,C6-010,Cll 57 con Cra 46,Cll 57 con Cra 46,C6-010 Villatina,966,C6-010 Villatina - Estación Prado
-8411360.04733901,697367.721923787,C6-010,Cll.57 Con Cra. 43 - 25,Cll.57 Con Cra. 43 - 25,C6-010 Villatina,967,C6-010 Villatina - Estación Prado
-8410615.88677478,696408.949404776,C6-010,Cll 52 con Cra 32,Cll 52 con Cra 32,C6-010 Villatina,968,C6-010 Villatina - Estación Prado
-8410106.41066571,696305.481075834,C6-010,Cll 52 con Cra. 27,Cll 52 con Cra. 27,C6-010 Villatina,969,C6-010 Villatina - Estación Prado
-8409968.16139222,696244.689769872,C6-010,Cll 52 con Cra. 25B,Cll 52 con Cra. 25B,C6-010 Villatina,970,C6-010 Villatina - Estación Prado
-8409622.54639845,696004.553124383,C6-010,Cll 52 entre Cra. 21 y Cra. 20B,Cll 52 entre Cra. 21 y Cra. 20B,C6-010 Villatina,971,C6-010 Villatina - Estación Prado
-8409563.00153389,695857.271766659,C6-010,Cll 52 entre Cra. 20 y Cra. 19A,Cll 52 entre Cra. 20 y Cra. 19A,C6-010 Villatina,972,C6-010 Villatina - Estación Prado
-8409295.85076276,695651.459987931,C6-010,Cll  52 con Cra 17,Cll  52 con Cra 17,C6-010 Villatina,973,C6-010 Villatina - Estación Prado
-8409321.54357556,695593.721952736,C6-010,Cll 50A entre Cra 17 y 16A,Cll 50A entre Cra 17 y 16A,C6-010 Villatina,974,C6-010 Villatina - Estación Prado
-8409074.15176601,695416.425022963,C6-010,Cll 52 con Cra. 13,Cll 52 con Cra. 13,C6-010 Villatina,975,C6-010 Villatina - Estación Prado
-8408960.61915768,695546.687331781,C6-010,CR 13 CLL 52B,CR 13 CLL 52B,C6-010 Villatina,976,C6-010 Villatina - Estación Prado
-8409101.52351079,695695.035118133,C6-010,Cll 54 entre Cra. 16 y Cra. 17,Cll 54 entre Cra. 16 y Cra. 17,C6-010 Villatina,977,C6-010 Villatina - Estación Prado
-8409031.57298811,695767.507394683,C6-010,Cra 16 con Cll 55,Cra 16 con Cll 55,C6-010 Villatina,978,C6-010 Villatina - Estación Prado
-8408965.21866386,695944.249338645,C6-010,Cra. 16 con Cll 56AA,Cra. 16 con Cll 56AA,C6-010 Villatina,979,C6-010 Villatina - Estación Prado
-8408936.0425729,696103.108641341,C6-010,Cll 56D con Cra 16,Cll 56D con Cra 16,C6-010 Villatina,980,C6-010 Villatina - Estación Prado
-8409077.96938451,696263.413446512,C6-010,Cra. 17B con Cll 56E,Cra. 17B con Cll 56E,C6-010 Villatina,981,C6-010 Villatina - Estación Prado
-8409114.60616973,696442.590592295,C6-010,Cra. 17B con Cll 56E,Cra. 17B con Cll 56E,C6-010 Villatina,982,C6-010 Villatina - Estación Prado
-8411932.81743929,697917.288125146,C6-008,Cll 58 con Cra 50C,Cll 58 con Cra 50C,C6-008 Estación Prado,983,C6-008 La Libertad - Estación Prado
-8411932.81743929,697917.288125146,C6-009,Cll 58 con Cra 50C,Cll 58 con Cra 50C,C6-009 Estación Prado,984,C6-009 Enciso - Estación Prado
-8410533.48541652,696678.018318694,C6-010,Cll 55 con Cra 32,Cll 55 con Cra 32,C6-010 Estación Prado,985,C6-010 Villatina - Estación Prado
-8410458.21371657,696608.585249458,C6-010,CR 31 con Cll 54,CR 31 con Cll 54,C6-010 Estación Prado,986,C6-010 Villatina - Estación Prado
-8410700.69121524,696654.965450365,C6-010,Cll 54 con Cra 35,Cll 54 con Cra 35,C6-010 Estación Prado,987,C6-010 Villatina - Estación Prado
-8411069.19737886,696942.017565668,C6-010,Cra 39 con Cll 55,Cra 39 con Cll 55,C6-010 Estación Prado,988,C6-010 Villatina - Estación Prado
-8411351.20329467,697274.248484228,C6-010,Cll 56 con Cra 43,Cll 56 con Cra 43,C6-010 Estación Prado,989,C6-010 Villatina - Estación Prado
-8411568.326399,697460.745644886,C6-010,CR 46 con Cll 56,CR 46 con Cll 56,C6-010 Estación Prado,990,C6-010 Villatina - Estación Prado
-8411932.81743929,697917.288125146,C6-010,Cll 58 con Cra 50C,Cll 58 con Cra 50C,C6-010 Estación Prado,991,C6-010 Villatina - Estación Prado
-8412035.46598075,697953.465143427,C6-010,Cra 51D con Cll 58,Cra 51D con Cll 58,C6-010 Villatina,992,C6-010 Villatina - Estación Prado
-8411659.93011835,697703.884315137,C6-010,Cll 58 con Cra 48,Cll 58 con Cra 48,C6-010 Villatina,993,C6-010 Villatina - Estación Prado
-8411092.32004886,697001.927509673,C6-010,Cll 55 con Cr 39,Cll 55 con Cr 39,C6-010 Villatina,994,C6-010 Villatina - Estación Prado
-8410783.16498904,696805.84073953,C6-010,Cll 55 con Cr 36,Cll 55 con Cr 36,C6-010 Villatina,995,C6-010 Villatina - Estación Prado
-8410531.43332559,696678.404567674,C6-010,Cll 55 con Cra 32,Cll 55 con Cra 32,C6-010 Villatina,996,C6-010 Villatina - Estación Prado
-8410531.43332559,696678.404567674,C6-010,Cll 55 con Cra 32,Cll 55 con Cra 32,C6-010 ITM,997,C6-010 Villatina - Estación Prado
-8410458.21371657,696608.585249458,C6-010,CR 31 con Cll 54,CR 31 con Cll 54,C6-010 Villatina,998,C6-010 Villatina - Estación Prado
-8410550.72862513,696559.881435275,C6-010,Cll 54 con Cra 33,Cll 54 con Cra 33,C6-010 Estación Prado,999,C6-010 Villatina - Estación Prado
-8410988.3419745,696835.787974112,C6-010,Cll 54 con Cra 37,Cll 54 con Cra 37,C6-010 ITM,1000,C6-010 Villatina - Estación Prado
-8412035.46598075,697953.465143427,C6-010,Cra 51D con Cll 58,Cra 51D con Cll 58,C6-010 ITM,1001,C6-010 Villatina - Estación Prado
-8411607.44936274,697535.958486646,C6-010,Cll 57 con Cra 46,Cll 57 con Cra 46,C6-010 ITM,1002,C6-010 Villatina - Estación Prado
-8411360.04733901,697367.721923787,C6-010,Cll.57 Con Cra. 43 - 25,Cll.57 Con Cra. 43 - 25,C6-010 ITM,1003,C6-010 Villatina - Estación Prado
-8410550.72862513,696559.881435275,C6-010,Cll 54 con Cra 33,Cll 54 con Cra 33,C6-010 ITM,1004,C6-010 Villatina - Estación Prado
-8410700.69121524,696654.965450365,C6-010,Cll 54 con Cra 35,Cll 54 con Cra 35,C6-010 ITM,1005,C6-010 Villatina - Estación Prado
-8411069.19737886,696942.017565668,C6-010,Cra 39 con Cll 55,Cra 39 con Cll 55,C6-010 ITM,1006,C6-010 Villatina - Estación Prado
-8411351.20329467,697274.248484228,C6-010,Cll 56 con Cra 43,Cll 56 con Cra 43,C6-010 ITM,1007,C6-010 Villatina - Estación Prado
-8411568.326399,697460.745644886,C6-010,CR 46 con Cll 56,CR 46 con Cll 56,C6-010 ITM,1008,C6-010 Villatina - Estación Prado
-8411932.81743929,697917.288125146,C6-010,Cll 58 con Cra 50C,Cll 58 con Cra 50C,C6-010 ITM,1009,C6-010 Villatina - Estación Prado
-8412035.46598075,697953.465143427,C6-010,Cra 51D con Cll 58,Cra 51D con Cll 58,C6-010 ITM,1010,C6-010 Villatina - Estación Prado
-8411659.93011835,697703.884315137,C6-010,Cll 58 con Cra 48,Cll 58 con Cra 48,C6-010 ITM,1011,C6-010 Villatina - Estación Prado
-8411092.32004886,697001.927509673,C6-010,Cll 55 con Cr 39,Cll 55 con Cr 39,C6-010 ITM,1012,C6-010 Villatina - Estación Prado
-8410783.16498904,696805.84073953,C6-010,Cll 55 con Cr 36,Cll 55 con Cr 36,C6-010 ITM,1013,C6-010 Villatina - Estación Prado
-8410458.21371657,696608.585249458,C6-010,CR 31 con Cll 54,CR 31 con Cll 54,C6-010 ITM,1014,C6-010 Villatina - Estación Prado
-8411197.72062704,699061.712116871,C6-003,Cra 49 con Cll 72,Cra 49 con Cll 72,C6-003 Campo Valdés,1015,C6-003 Campo Valdés - Estación Hospital
-8409662.95045177,703676.387543935,C6-001,Zamora Cra. 40A con Cll 21 - 53,Zamora Cra. 40A con Cll 21 - 53,C6-001 Estación Acevedo,1016,C6-001 Santa Rita - Estación Acevedo
-8409803.92974325,703676.573280804,C6-001,Cll. 21 con Cra. 40B -62,Cll. 21 con Cra. 40B -62,C6-001 Estación Acevedo,1017,C6-001 Santa Rita - Estación Acevedo
-8409837.90388781,703770.881175388,C6-001,Cll. 21C con Cra. 40C - 66,Cll. 21C con Cra. 40C - 66,C6-001 Estación Acevedo,1018,C6-001 Santa Rita - Estación Acevedo
-8410080.96792105,703775.002039962,C6-001,Cra. 41E con Cll. 21B,Cra. 41E con Cll. 21B,C6-001 Estación Acevedo,1019,C6-001 Santa Rita - Estación Acevedo
-8410230.08079808,703707.482633468,C6-001,Cra. 42 con Cll. 20E -89,Cra. 42 con Cll. 20E -89,C6-001 Estación Acevedo,1020,C6-001 Santa Rita - Estación Acevedo
-8410448.04708397,703640.894393135,C6-001,Cll. 20E con Cra. 43C 38,Cll. 20E con Cra. 43C 38,C6-001 Estación Acevedo,1021,C6-001 Santa Rita - Estación Acevedo
-8410623.09522134,703710.11154208,C6-001,Cll. 20E con Cra. 43C,Cll. 20E con Cra. 43C,C6-001 Estación Acevedo,1022,C6-001 Santa Rita - Estación Acevedo
-8410766.28067398,703747.838556949,C6-001,Cra. 45 con Cll. 20D - 21,Cra. 45 con Cll. 20D - 21,C6-001 Estación Acevedo,1023,C6-001 Santa Rita - Estación Acevedo
-8410805.48592745,703523.807750013,C6-001,Cra. 52 con Cll. 124,Cra. 52 con Cll. 124,C6-001 Estación Acevedo,1024,C6-001 Santa Rita - Estación Acevedo
-8410847.22993304,703255.806138717,C6-001,Cra. 52 con Cll. 117,Cra. 52 con Cll. 117,C6-001 Estación Acevedo,1025,C6-001 Santa Rita - Estación Acevedo
-8411054.26862109,702619.527705256,C6-001,Estación Acevedo Metro,Estación Acevedo Metro,C6-001 Estación Acevedo,1026,C6-001 Santa Rita - Estación Acevedo
-8411054.26862109,702619.527705256,C6-001,Estación Acevedo Metro,Estación Acevedo Metro,C6-001 Zamora Santa Rita,1027,C6-001 Santa Rita - Estación Acevedo
