id_original,comuna,nombre_comuna,nombre_institucion,tipo_organizacion,codigo_dane,telefono,correo,direccion_original,estado,fecha_actualizacion,direccion_normalizada,consulta_geocodificacion,latitud,longitud,fuente_coordenadas,precision_geocodificacion
34.0,2,SANTA CRUZ,INST EDUC CIRO MENDIA,IE,105001001279,2364127,ie.ciromendia@medellin.gov.co,CL 99 48 55,ACTIVO,2020.0,CL 99 48 55,"CL 99 48 55, Medellín, Antioquia, Colombia",6.2890342,-75.5516184,Nominatim/OpenStreetMap,highway
104.0,4,ARANJUEZ,SEC ESC SANTA MARIA GORETTI,IE,105001019062,2334295,Sin registro,CL 67 48A 32,ACTIVO,2020.0,CL 67 48A 32,"CL 67 48A 32, Medellín, Antioquia, Colombia",6.2620716,-75.5454688,Nominatim/OpenStreetMap,highway
107.0,4,ARANJUEZ,INST EDUC GILBERTO ALZATE AVENDAÑO,IE,105001000981,5717731 5221008,Sin registro,CL 92 51 A 100,ACTIVO,2020.0,CL 92 51 A 100,"CL 92 51 A 100, Medellín, Antioquia, Colombia",6.2840268,-75.5633508,Nominatim/OpenStreetMap,amenity
118.0,4,ARANJUEZ,SEC ESC EPIFANIO MEJIA,IE,105001005339,2366368,Sin registro,CL 90 50A-09,ACTIVO,2020.0,CL 90 50A-09,"CL 90 50A-09, Medellín, Antioquia, Colombia",6.293664,-75.5897365,Nominatim/OpenStreetMap,highway
119.0,4,ARANJUEZ,INST EDUC FRANCISCO LUIS HERNANDEZ BETANCUR,IE,105001017876,4448971- 2368970,iefranciscoluis@iefranciscoluis.edu.co,CL 87 50 AA 21,ACTIVO,2020.0,CL 87 50 AA 21,"CL 87 50 AA 21, Medellín, Antioquia, Colombia",6.2698297,-75.6355031,Nominatim/OpenStreetMap,highway
122.0,4,ARANJUEZ,COL NUESTRA SENORA DE LOURDES,IE,305001004218,2348789,colegionsl@clourdes.edu.co,CL 82 50 BB 30,ACTIVO,2020.0,CL 82 50 BB 30,"CL 82 50 BB 30, Medellín, Antioquia, Colombia",6.2698297,-75.6355031,Nominatim/OpenStreetMap,highway
124.0,5,CASTILLA,INST EDUC DIEGO ECHAVARRIA MISAS,IE,105001000931,2732700 ext 101-103-111,info@idem.edu.co,CL 111 70 68,ACTIVO,2020.0,CL 111 70 68,"CL 111 70 68, Medellín, Antioquia, Colombia",6.3011767,-75.5469146,Nominatim/OpenStreetMap,highway
195.0,7,ROBLEDO,INST EDUC LUIS LOPEZ DE MESA,IE,105001014397,4417456,Sin registro,CL 84 74 60,ACTIVO,2020.0,CL 84 74 60,"CL 84 74 60, Medellín, Antioquia, Colombia",6.280862,-75.5742729,Nominatim/OpenStreetMap,highway
197.0,7,ROBLEDO,INST EDUC FE Y ALEGRIA SAN JOSE,IE,105001017132,4421584,Sin registro,CL 86 92 60,ACTIVO,2020.0,CL 86 92 60,"CL 86 92 60, Medellín, Antioquia, Colombia",6.279077,-75.5623185,Nominatim/OpenStreetMap,highway
201.0,7,ROBLEDO,INST EDUC MARISCAL ROBLEDO,IE,105001002305,2340009,Sin registro,CL 65 84 87,ACTIVO,2020.0,CL 65 84 87,"CL 65 84 87, Medellín, Antioquia, Colombia",6.2760979,-75.5991515,Nominatim/OpenStreetMap,highway
202.0,7,ROBLEDO,SEC ESC CONRADO GONZÁLEZ MEJÍA,IE,105001026557,4216483,Sin registro,CL 76 80 496,ACTIVO,2020.0,CL 76 80 496,"CL 76 80 496, Medellín, Antioquia, Colombia",6.2794447,-75.5933348,Nominatim/OpenStreetMap,amenity
204.0,7,ROBLEDO,INST EDUC JORGE ROBLEDO,IE,105001006246,4218450,Sin registro,CL 65 87 74,ACTIVO,2020.0,CL 65 87 74,"CL 65 87 74, Medellín, Antioquia, Colombia",6.2760979,-75.5991515,Nominatim/OpenStreetMap,highway
212.0,7,ROBLEDO,INST EDUC RAFAEL GARCIA HERREROS,IE,105001020052,4263216,Sin registro,CL 64 91 20,ACTIVO,2020.0,CL 64 91 20,"CL 64 91 20, Medellín, Antioquia, Colombia",6.2837052,-75.6072037,Nominatim/OpenStreetMap,highway
284.0,10,LA CANDELARIA,INST EDUC TULIO OSPINA,IE,105001005347,5123594,secretaria@ito.edu.co,CL 60 51 48,ACTIVO,2020.0,CL 60 51 48,"CL 60 51 48, Medellín, Antioquia, Colombia",6.2569329,-75.5623072,Nominatim/OpenStreetMap,highway
286.0,10,LA CANDELARIA,INST EDUC CEFA,IE,105001000108,2175337,ie.cefa@medellin.gov.co,CL 50 41 55,ACTIVO,2020.0,CL 50 41 55,"CL 50 41 55, Medellín, Antioquia, Colombia",6.254307,-75.5773327,Nominatim/OpenStreetMap,highway
287.0,10,LA CANDELARIA,INST EDUC HECTOR ABAD GOMEZ,IE,105001000256,2161258-2163805,ie.hectorabad@medellin.gov.co,CL 50 39 65,ACTIVO,2020.0,CL 50 39 65,"CL 50 39 65, Medellín, Antioquia, Colombia",6.2353845,-75.5422922,Nominatim/OpenStreetMap,highway
288.0,10,LA CANDELARIA,SEC ESC DARIO LONDOÑO CARDONA,IE,105001000256(105001026158),2623588,ie.hectorabad@medellin.gov.co,CL 44 43 96,ACTIVO,2020.0,CL 44 43 96,"CL 44 43 96, Medellín, Antioquia, Colombia",6.252405,-75.6075809,Nominatim/OpenStreetMap,highway
289.0,10,LA CANDELARIA,INST EDUC JAVIERA LONDOÑO,IE,105001001562,2396363 2395055,105001001562@medellin.edu.co,CL 53 40 65,ACTIVO,2020.0,CL 53 40 65,"CL 53 40 65, Medellín, Antioquia, Colombia",6.2483727,-75.5600174,Nominatim/OpenStreetMap,amenity
294.0,10,LA CANDELARIA,INST DE CIENCIAS APLICADAS - INDECAP,IE,305001021252,2844794,indecap@indecap.edu.co,CL 56 45 26,ACTIVO,2020.0,CL 56 45 26,"CL 56 45 26, Medellín, Antioquia, Colombia",6.2423657,-75.5446831,Nominatim/OpenStreetMap,highway
296.0,10,LA CANDELARIA,COL EMPRESARIAL EDUCATIVO - CEMPED,IE,305001022666,5203450,mercadeo@cemped.edu.co,CL 56 N° 41 87,ACTIVO,2020.0,CL 56 N° 41 87,"CL 56 N° 41 87, Medellín, Antioquia, Colombia",6.2181987,-75.5650652,Nominatim/OpenStreetMap,highway
297.0,10,LA CANDELARIA,C.E. DE CÓMPUTO EMPRESARIAL PARA EL TRABAJO - CINDECÓPUTO,IE,305001025657,2162695,rectoriacindecomputo@gmail.com,CL 55 43 74,ACTIVO,2020.0,CL 55 43 74,"CL 55 43 74, Medellín, Antioquia, Colombia",6.2687459,-75.5930081,Nominatim/OpenStreetMap,highway
298.0,10,LA CANDELARIA,CENT EDUC CASA MAMA MARGARITA,IE,305001017115,2182156 2172251,casamm@une.net.co,CL 48 39 58,ACTIVO,2020.0,CL 48 39 58,"CL 48 39 58, Medellín, Antioquia, Colombia",6.2395317,-75.5522315,Nominatim/OpenStreetMap,highway
300.0,10,LA CANDELARIA,CORP ESC EMPRESARIAL DE EDUCACION,IE,305001022631,2172690,cee@une.net.co,CL 52 39 50,ACTIVO,2020.0,CL 52 39 50,"CL 52 39 50, Medellín, Antioquia, Colombia",6.2312475,-75.5147447,Nominatim/OpenStreetMap,highway
301.0,10,LA CANDELARIA,COL NUEVO CERVANTES CONOCER,IE,305001024544,5406130,coordinacionacademica@nuevocervantes.edu.co,CL 49 43 30,ACTIVO,2020.0,CL 49 43 30,"CL 49 43 30, Medellín, Antioquia, Colombia",6.259135,-75.5918051,Nominatim/OpenStreetMap,highway
302.0,10,LA CANDELARIA,COL NUEVO CERVANTES CONOCER,IE,305001024544,2396262,coordinacionacademica@nuevocervantes.edu.co,CL 50 56 11,ACTIVO,2020.0,CL 50 56 11,"CL 50 56 11, Medellín, Antioquia, Colombia",6.2586159,-75.5864353,Nominatim/OpenStreetMap,highway
303.0,10,LA CANDELARIA,COL NAL DE CAPACITACIÓN ACADEMICA Y CULTURAL CENCAL,IE,305001800065,4442048,Sin registro,CL 56 41 155,ACTIVO,2020.0,CL 56 41 155,"CL 56 41 155, Medellín, Antioquia, Colombia",6.2491066,-75.556998,Nominatim/OpenStreetMap,highway
308.0,11,LAURELES - ESTADIO,SEC ESC CUARTA BRIGADA,IE,105001002119,4218769,iemarcofidelsuarezmedellin@gmail.com,CL 53    76-267,ACTIVO,2020.0,CL 53 76-267,"CL 53 76-267, Medellín, Antioquia, Colombia",6.2317833,-75.4979025,Nominatim/OpenStreetMap,highway
310.0,7,ROBLEDO,SEC ESC LA IGUANA,IE,105001002119,2606802,iemarcofidelsuarezmedellin@gmail.com,CL 59 65 75,ACTIVO,2020.0,CL 59 65 75,"CL 59 65 75, Medellín, Antioquia, Colombia",6.2517931,-75.5409841,Nominatim/OpenStreetMap,highway
312.0,11,LAURELES - ESTADIO,SEC ESC AGRUPACION COLOMBIA,IE,105001002461,4119222,direccionlucreciojaramillo@gmail.com,CL 44A    75-68,ACTIVO,2020.0,CL 44A 75-68,"CL 44A 75-68, Medellín, Antioquia, Colombia",6.2522195,-75.6057666,Nominatim/OpenStreetMap,highway
314.0,12,LA AMERICA,INST EDUC CRISTOBAL COLON,IE,105001001252,2532517 - 2536271,Sin registro,CL 38 92 93,ACTIVO,2020.0,CL 38 92 93,"CL 38 92 93, Medellín, Antioquia, Colombia",6.2452851,-75.5986674,Nominatim/OpenStreetMap,highway
315.0,12,LA AMERICA,SEC ESC JARDIN INFANTIL # 2,IE,1050010111410,2536271,Sin registro,CL 37 92 24,INHABILITADO,2020.0,CL 37 92 24,"CL 37 92 24, Medellín, Antioquia, Colombia",6.2455232,-75.6085349,Nominatim/OpenStreetMap,highway
320.0,12,LA AMERICA,INST EDUC SAMUEL BARRIENTOS RESTREPO,IE,105001002526,2530779-2530780-2531437,ie.samuelbarrientos@medellin.gov.co,CL 44 94 119,ACTIVO,2020.0,CL 44 94 119,"CL 44 94 119, Medellín, Antioquia, Colombia",6.2480718,-75.5803429,Nominatim/OpenStreetMap,highway
321.0,12,LA AMERICA,SEC ESC MONSEÑOR PERDOMO,IE,105001002526,2529888,ie.samuelbarrientos@medellin.gov.co,CLL 44 NO 97-14,ACTIVO,2020.0,CL 44 97-14,"CL 44 97-14, Medellín, Antioquia, Colombia",6.2480718,-75.5803429,Nominatim/OpenStreetMap,highway
335.0,Sin registro,Sin registro,SEC ESC MONSEÑOR PERDOMO,IE,105001002526,2529888,Sin registro,CL 44    97-14,Sin registro,2020.0,CL 44 97-14,"CL 44 97-14, Medellín, Antioquia, Colombia",6.2480718,-75.5803429,Nominatim/OpenStreetMap,highway
339.0,13,SAN JAVIER,INST EDUC JUAN XXIII,IE,105001006556,4461100-4461090,Sin registro,CL 49 96 A 11,ACTIVO,2020.0,CL 49 96 A 11,"CL 49 96 A 11, Medellín, Antioquia, Colombia",6.2476687,-75.5661958,Nominatim/OpenStreetMap,highway
342.0,13,SAN JAVIER,INST EDUC CARLOS VIECO ORTIZ,IE,105001001881,2532504,ie.carlosviecoortiz@medellin.gov.co,CL 40 105 36,ACTIVO,2020.0,CL 40 105 36,"CL 40 105 36, Medellín, Antioquia, Colombia",6.2565319,-75.6265211,Nominatim/OpenStreetMap,highway
343.0,13,SAN JAVIER,SEC ESC JUAN DE DIOS ARANZAZU,IE,105001001881,2530160,ie.carlosviecoortiz@medellin.gov.co,CL 42    105-42,ACTIVO,2020.0,CL 42 105-42,"CL 42 105-42, Medellín, Antioquia, Colombia",6.2414992,-75.5679149,Nominatim/OpenStreetMap,highway
346.0,13,SAN JAVIER,INST EDUC EDUARDO SANTOS,IE,105001015172,4920920,rectoria@iedeboraarango.edu.co,CL 43 120 C 77,ACTIVO,2020.0,CL 43 120 C 77,"CL 43 120 C 77, Medellín, Antioquia, Colombia",6.270017,-75.5551565,Nominatim/OpenStreetMap,amenity
357.0,13,SAN JAVIER,COL EL HOGAR DE SU NIÑO,IE,305001005893,4965188,Sin registro,CL 45 99 25,ACTIVO,2020.0,CL 45 99 25,"CL 45 99 25, Medellín, Antioquia, Colombia",6.2514005,-75.5969667,Nominatim/OpenStreetMap,highway
358.0,13,SAN JAVIER,COL ARENYS DEL MAR,IE,305001017298,4383122,arenyscolegio@hotmail.com,CL 58D    93A 87,ACTIVO,2020.0,CL 58D 93A 87,"CL 58D 93A 87, Medellín, Antioquia, Colombia",6.2751492,-75.6042978,Nominatim/OpenStreetMap,highway
359.0,15,GUAYABAL,INST EDUC SANTA CATALINA DE SIENA,IE,105001001716,3541437 - 2667989,ie.santacatalina@medellin.gov.co,CL 1 # 29 - 300,ACTIVO,2020.0,CL 1 # 29 - 300,"CL 1 # 29 - 300, Medellín, Antioquia, Colombia",6.2097311,-75.6055233,Nominatim/OpenStreetMap,highway
369.0,15,GUAYABAL,INST EDUC BENJAMIN HERRERA,IE,105001002071,2653004,contacto@benjaminherreramedellin.edu.co,CL 25 52 140,ACTIVO,2020.0,CL 25 52 140,"CL 25 52 140, Medellín, Antioquia, Colombia",6.2264303,-75.5732405,Nominatim/OpenStreetMap,highway
371.0,15,GUAYABAL,INST EDUC CRISTO REY,IE,105001002496,2850778-2850798,academica@inscrey.edu.co,CL 2 SUR 50 D 30,ACTIVO,2020.0,CL 2 SUR 50 D 30,"CL 2 SUR 50 D 30, Medellín, Antioquia, Colombia",6.204752,-75.5811657,Nominatim/OpenStreetMap,highway
373.0,15,GUAYABAL,INST EDUC LA PRESENTACION,IE,105001004472,2555481-3615509,Sin registro,CL 7 56 8,ACTIVO,2020.0,CL 7 56 8,"CL 7 56 8, Medellín, Antioquia, Colombia",6.2040454,-75.5553574,Nominatim/OpenStreetMap,highway
374.0,15,GUAYABAL,INST EDUC SANTO ANGEL,IE,105001004791,2853623,Sin registro,CL 2 SUR 53 140,ACTIVO,2020.0,CL 2 SUR 53 140,"CL 2 SUR 53 140, Medellín, Antioquia, Colombia",6.2078605,-75.5877583,Nominatim/OpenStreetMap,building
376.0,15,GUAYABAL,INST EDUC SANTOS ANGELES CUSTODIOS,IE,105001010367,2357397,ie.santosangelescust@gmail.com,CL 16 A 65 G 4,ACTIVO,2020.0,CL 16 A 65 G 4,"CL 16 A 65 G 4, Medellín, Antioquia, Colombia",6.2208437,-75.5857164,Nominatim/OpenStreetMap,highway
381.0,16,BELEN,SEC SOFIA OSPINA DE NAVARRO,IE,105001002518,2655463 3513394,Sin registro,CL 32    65-20,ACTIVO,2020.0,CL 32 65-20,"CL 32 65-20, Medellín, Antioquia, Colombia",6.2337226,-75.6063363,Nominatim/OpenStreetMap,highway
386.0,16,BELEN,INST EDUC HORACIO MUÑOZ SUESCUN,IE,105001011606,2381265,ie.horaciomunoz@medellin.gov.co,CL 32 86 35,ACTIVO,2020.0,CL 32 86 35,"CL 32 86 35, Medellín, Antioquia, Colombia",6.2348543,-75.5835931,Nominatim/OpenStreetMap,highway
389.0,16,BELEN,SEC ESC LAS PLAYAS,IE,105001800163,2565476,Sin registro,CL 10 76 20,ACTIVO,2020.0,CL 10 76 20,"CL 10 76 20, Medellín, Antioquia, Colombia",6.2159853,-75.5837152,Nominatim/OpenStreetMap,highway
392.0,16,BELEN,INST EDUC YERMO Y PARRES,IE,105001001635,3471590 - 3433208,Sin registro,CL 28 77 84,ACTIVO,2020.0,CL 28 77 84,"CL 28 77 84, Medellín, Antioquia, Colombia",6.2283864,-75.5718739,Nominatim/OpenStreetMap,highway
393.0,16,BELEN,SEC ESC CARLOS FRANCO,IE,105001001171,3432833,Sin registro,CL 23 78 48,ACTIVO,2020.0,CL 23 78 48,"CL 23 78 48, Medellín, Antioquia, Colombia",6.2232323,-75.5696227,Nominatim/OpenStreetMap,highway
395.0,16,BELEN,INST EDUC OCTAVIO HARRY - JACQUELINE KENNEDY,IE,105001003271,3432569/3435934,secretariaoh@gmail.com,CL 17 73 37,ACTIVO,2020.0,CL 17 73 37,"CL 17 73 37, Medellín, Antioquia, Colombia",6.2697325,-75.6025597,Nominatim/OpenStreetMap,boundary
397.0,16,BELEN,INST EDUC CAPILLA DEL ROSARIO,IE,105001008486,3410913 Ext 101-102,Sin registro,CL 6 SUR 79 195,ACTIVO,2020.0,CL 6 SUR 79 195,"CL 6 SUR 79 195, Medellín, Antioquia, Colombia",6.1983912,-75.5722155,Nominatim/OpenStreetMap,highway
398.0,16,BELEN,INST EDUC ALCALDIA DE MEDELLIN,IE,105001019925,3419090,institucionalcaldiademedellin@gmail.com,CL 2 B 79 80,ACTIVO,2020.0,CL 2 B 79 80,"CL 2 B 79 80, Medellín, Antioquia, Colombia",6.1963182,-75.5549335,Nominatim/OpenStreetMap,highway
399.0,16,BELEN,SEC ESC ANTONIO JOSE RESTREPO,IE,105001000027,2383027,Sin registro,CL 2    79-42,ACTIVO,2020.0,CL 2 79-42,"CL 2 79-42, Medellín, Antioquia, Colombia",6.2113849,-75.6028648,Nominatim/OpenStreetMap,highway
410.0,60,SAN CRISTOBAL,INST EDUC HECTOR ROGELIO MONTOYA,IE,205001007735,3870058/3870112,ie.hrmpalmitas@gmail.com,CL 20    32-60,ACTIVO,2020.0,CL 20 32-60,"CL 20 32-60, Medellín, Antioquia, Colombia",6.2221889,-75.5820999,Nominatim/OpenStreetMap,highway
411.0,60,SAN CRISTOBAL,SEC ESC PALMITAS,IE,105001800082,Sin registro,Sin registro,CL 20    34-105,ACTIVO,2020.0,CL 20 34-105,"CL 20 34-105, Medellín, Antioquia, Colombia",6.2239665,-75.5736179,Nominatim/OpenStreetMap,highway
